business_id,name,address,state,postal_code,stars,categories,city
221yaXPE1zmJqDvBVM__tw,Baskin-Robbins,"15530 W Roosevelt St, Ste E105",AZ,85338.0,2.5,"American (Traditional), Ice Cream & Frozen Yogurt, Food, Restaurants",goodyear
3KzzG6dw5aN9eIo3cGHaSA,Steak ’n Shake,5051 Som Center Rd,OH,44094.0,2.5,"Restaurants, Fast Food, Burgers, American (Traditional), American (New), Breakfast & Brunch, Diners",willoughby
pvKp4m3eFeHv15kYZaq1Bw,Papa John's,113 Cavasina Dr,PA,15317.0,1.5,"Restaurants, Pizza",canonsburg
RGK23CEkDfYHWtUbRhA-bQ,The Turnhouse Grille,"1600 E Woodlawn Rd, Ste 100",NC,28209.0,4.5,"Burgers, Restaurants, American (New), Bars, American (Traditional), Nightlife",charlotte
-bd4BQcl1ekgo7avaFngIw,Eggstasy,6990 E Shea Blvd,AZ,85254.0,3.5,"Diners, Breakfast & Brunch, Restaurants",scottsdale
Ya-HZZrzMWYSBtGyLajDQg,Nathan's Famous,1038 State Rt 11,NY,12919.0,4.0,"Convenience Stores, Hot Dogs, Gas Stations, Burgers, Automotive, Food Stands, Restaurants, Comfort Food, Food, Fast Food",champlain
cmsAFAymfVoBitSF8R6GKw,Yao Fine Chinese Cuisine,"2487 S Gilbert Rd, Ste 102",AZ,85295.0,4.0,"Chinese, Restaurants",gilbert
R_18EYQLNho8-xH6FTRymw,Long Wong's Famous Wings,5642 N 27th Ave,AZ,85017.0,3.0,"Pizza, Chicken Wings, Burgers, Restaurants",phoenix
MDJqm5KN1hFWm4R2VtNIlw,Waffle House,8220 Pineville Matthews Rd,NC,28134.0,3.5,"Diners, American (Traditional), Restaurants, Breakfast & Brunch, Waffles, American (New), Fast Food, Burgers",pineville
Um2H2xUT0eamjN6ivIUAiA,Ben & Jerry's,202 S Main St,NC,28036.0,4.5,"Restaurants, Desserts, Food, Caterers, Ice Cream & Frozen Yogurt, Bakeries, Event Planning & Services",davidson
i68lkBrGgUVwOk-LSvMj_A,Sree's Foods,116 Meyran Ave,PA,15213.0,3.0,"Pakistani, Indian, Restaurants, Food",pittsburgh
ol2r325YnfuHcq7yeO3vdg,Subway,"10659 Grand Ave, Ste 2",AZ,85351.0,2.0,"Sandwiches, Fast Food, Restaurants",sun city
MYMoho8uONfkTvaVNL-pVQ,JC's Restaurant,13816 W Center St,OH,44021.0,3.5,"Burgers, American (New), Sandwiches, Breakfast & Brunch, Restaurants",burton
U9vCFCDQMQ8GFr5z48h8tQ,Nancy B's Bakery,415 7th Ave,PA,15120.0,5.0,"Bakeries, Food, Restaurants",west homestead
9vub2LM7Djy8P-LPumcLXA,Tacos Chiwas,1923 E Mcdowell Rd,AZ,85006.0,4.5,"Restaurants, Latin American, Mexican, Tacos",phoenix
r80qDv4gFhnixb2GRUmKeQ,Jet's Pizza,5344 Pearl Rd,OH,44129.0,4.0,"Restaurants, Pizza, Chicken Wings, Sandwiches",parma
ILA41PhErg4bl1royzDX4g,S & V Urban Italian,"9343 E Shea Blvd, Ste 100",AZ,85260.0,4.0,"Nightlife, Bars, Restaurants, Wine Bars, Pizza, Italian",scottsdale
UmFty_GxdqVe35apYnmGbw,Showcase Pizza,109 Curry Hollow Rd,PA,15236.0,3.0,"Pizza, Restaurants",pittsburgh
JrrY4v21k7_qYxIidhi-aw,Kelly's Bar & Lounge,6012 Penn Cir S,PA,15206.0,3.5,"Lounges, Nightlife, American (Traditional), Bars, Restaurants",pittsburgh
hgQOESYp7CF4LnNI90XEiw,800 Degrees,2535 Las Vegas Blvd S,NV,89109.0,3.5,"Pizza, Salad, Restaurants, Italian",las vegas
bX4gfj2Kj22Lwm-nSsnnfg,Ferrucci's Old Tyme Italian Market,20910 Torrence Chapel Rd,NC,28031.0,4.5,"Event Planning & Services, Meat Shops, Italian, Caterers, Restaurants, Grocery, Specialty Food, Delis, Food",cornelius
zUHIDqm_UKdnSygmWKtyRg,Food Lion,3207 Eastway Dr,NC,28205.0,3.0,"Delis, Restaurants",charlotte
1nF8Me63cpxIkFK8Ysx-DA,Shabu Shabu Paradise,"1716 W Horizon Ridge Pkwy, Ste 110",NV,89012.0,4.5,"Fondue, Japanese, Restaurants",henderson
giCq1MmW-_S2tvNOAHvJcQ,Tarbell's The Tavern,3209 E Camelback Rd,AZ,85018.0,4.0,"American (Traditional), Lounges, American (New), Mexican, Wine Bars, Restaurants, Nightlife, Bars, Cocktail Bars",phoenix
QSGerT1enEKlvJnYkwthHQ,Claim Jumper Restaurant & Saloon,10125 W McDowell Rd,AZ,85392.0,2.5,"Steakhouses, Restaurants, Bars, Nightlife, American (Traditional), Seafood",avondale
BpJDI4Fj92lLNALQQeLvLg,Slice On Broadway,115 Federal St,PA,15212.0,4.0,"Pizza, Sandwiches, Salad, Restaurants",pittsburgh
F06m2yQSPHIrb1IT7heYeQ,Rainbow Kitchen,7537 S Rainbow Blvd,NV,89139.0,4.0,"Chinese, Seafood, Cantonese, Noodles, Restaurants",las vegas
EJShgTy1lEkp48RLkMt1ag,Jack-In-the Box Drive Thru,5447 W Glendale Ave,AZ,85301.0,2.0,"Burgers, Restaurants",glendale
HGc61UN2Gr9RGQXC6mXFNQ,Swirl Wine Bar,33325 Bainbridge Rd,OH,44139.0,4.0,"Wine Bars, Nightlife, American (New), Restaurants, Bars, Tapas/Small Plates",solon
GvEjbCm5sNdLZ4fzJ9hvUQ,Bahia De Kino,1040 W Broadway Rd,AZ,85210.0,3.0,"Restaurants, Mexican, Seafood",mesa
CGUK3cd2gxp2q3KPY19Oog,Roots Cafe,"2135 Southend Dr, Ste 109",NC,28203.0,4.0,"Breakfast & Brunch, Restaurants, Coffee & Tea, Cafes, Food",charlotte
TNQMnauUy5jposO9P6WcJQ,Farmer Boy Restaurant,46323 Telegraph Rd,OH,44001.0,4.5,"Salad, Restaurants, Burgers, Breakfast & Brunch",amherst
WZe-1SFcErsOT7gZY_x6wQ,Denny's,14799 W Grand Ave,AZ,85374.0,2.5,"Restaurants, Diners, Breakfast & Brunch, American (Traditional)",surprise
IcHVYlgNGR-Zz8fnceiJ6g,The Monkey Bar,703 Clairton Blvd,PA,15236.0,4.0,"Restaurants, American (Traditional), Bars, Nightlife",pittsburgh
vrSJPjntzfCPgogFPSCHiA,Don Patron,"9800 State Rt 14, Ste E",OH,44241.0,4.0,"Mexican, Food, Ethnic Food, Restaurants, Specialty Food, Imported Food",streetsboro
qOuyItOatd-TF5kzhUlA9g,Starbucks,4815 E. Carfree highway,AZ,85331.0,4.5,"Restaurants, Food, Coffee & Tea",cave creek
H2Chxto2e6dHTDJ8-s3-pQ,Roberto's Taco Shop,2685 S Eastern Ave,NV,89169.0,3.0,"Mexican, Fast Food, Restaurants",las vegas
ncXQtqJT5Gk1QztwTrBrgw,New York Bagels 'N Bialys,10320 N Scottsdale Rd,AZ,85253.0,4.0,"Restaurants, Delis, Breakfast & Brunch, American (Traditional), Food, Bakeries, Bagels",scottsdale
aXsmmtepl0JZNcl3pkXqww,Sacks Sandwiches - Hardy,839 W University Dr,AZ,85281.0,4.0,"Fast Food, Sandwiches, Restaurants, American (New)",tempe
sMzNLdhJZGzYirIWt-fMAg,Sienna Mercato,942 Penn Ave,PA,15222.0,4.0,"Cocktail Bars, Italian, American (New), Nightlife, Bars, Pizza, Restaurants",pittsburgh
jwRBWbgTuiaQUrv-FpT8uw,Foote's Valley Farm,5860 Canal Rd,OH,44125.0,3.5,"Fruits & Veggies, Delis, Restaurants, Bakeries, Specialty Food, Farms, Arts & Entertainment, Food",valley view
VVLGIq6ksrgGSfi7VBTmpg,America Cafe,,NV,,4.0,"Restaurants, American (Traditional)",las vegas
ZRdHKIjiIa0k5-ufCLyIaQ,Denny's,2525 W Deer Valley Rd,AZ,85027.0,2.5,"American (Traditional), Breakfast & Brunch, Diners, American (New), Restaurants",phoenix
FKQUxOfW_W5R4OTut4G1Vw,Peppi's,12 Smithfield St,PA,15222.0,4.0,"Restaurants, Sandwiches",pittsburgh
uwpPniaFEVkK5T_PWdQZ0A,Le Peep,8140-100 Providence Rd,NC,28277.0,3.5,"Breakfast & Brunch, Restaurants, Coffee & Tea, American (Traditional), Food",charlotte
-pKhASvKFolihdipQfQXyA,Rally's,711 Cleveland Street,OH,44035.0,4.0,"Burgers, Fast Food, Restaurants",elyria
yKpdzrqe_qIbu9dB6bj9Gg,PGA Tour Grill,5757 Wayne Newton Blvd,NV,89119.0,2.5,"American (Traditional), Restaurants, Bars, Nightlife",las vegas
kKTXiGVLEVpPA7r2R6baVw,Uncle Joe's Bar & Grill,6211 W 130th St,OH,44130.0,4.0,"Beer Bar, Beer, Wine & Spirits, Restaurants, American (New), Nightlife, Bars, Food",parma heights
cs1qJvnWUg_f8g020z_3PQ,Pizzeria Bianco,4743 N 20th St,AZ,85016.0,3.5,"Tapas/Small Plates, Italian, Pizza, Restaurants",phoenix
lXCmTGagqHuPgaeN2g2P1Q,Marcos Pizza,5061 E Sahara Ave,NV,89142.0,3.5,"Restaurants, Pizza",las vegas
tk7__jHNlFMsfShjv5CJNQ,Prince Restaurant,"6795 W Flamingo Rd, Ste A",NV,89103.0,4.0,"American (Traditional), Modern European, Ukrainian, Burgers, Barbeque, Imported Food, Mediterranean, Specialty Food, Food, Ethnic Food, Restaurants",las vegas
9E1q2uEMd881wnruicNTUA,Buffalo Wild Wings,8870 E Indian Bend Rd,AZ,85250.0,3.0,"Sports Bars, Nightlife, Chicken Wings, Restaurants, Bars, American (Traditional)",scottsdale
nxeeZnumQkrEFORtFpwSvA,Tavern In The Wall,211 Commercial Ave,PA,15215.0,3.5,"Nightlife, Restaurants, Bars, Burgers, Delis",pittsburgh
5G9aIrRiCD4TZCC5j2D39A,Dunkin' Donuts,541-543 Carnot Rd,PA,15108.0,4.0,"Bagels, Donuts, Coffee & Tea, Breakfast & Brunch, Restaurants, Food",moon
BxRsg5YTYnxXEhoGcabydg,Wandering Donkey,,AZ,85331.0,3.0,"Mexican, Restaurants, Food, Food Trucks",cave creek
TreYsBGjXptogQQmQh1-bg,Showmars - Seventh Street,2004 E 7th St,NC,28204.0,3.0,"Breakfast & Brunch, Greek, American (Traditional), Restaurants, Mediterranean",charlotte
nYvBZYg9rfqWFTYuxSVMdw,Cantina Laredo,2004 Crocker Rd,OH,44145.0,4.0,"Mexican, Bars, Restaurants, Vegetarian, Nightlife",westlake
K0dp91jd_vqW4uNgvW6oag,Valliant's Diner,3418 Babcock Blvd,PA,15237.0,3.0,"Restaurants, Breakfast & Brunch",pittsburgh
qjuxlHtv_woIw9zPVWri5A,Daisy Mountain Coffee Roasters,"3170 W Carefree Hwy, Ste 7",AZ,85086.0,4.0,"Sandwiches, Restaurants, Breakfast & Brunch, Coffee & Tea, Internet Cafes, Food",phoenix
JGXkldESnG69YXlSNVAgJQ,Eggheads,1162 Brookline Blvd,PA,15226.0,2.0,"Restaurants, American (Traditional), Nightlife, Bars",pittsburgh
nrahyQyopCtajDqUtVVVfA,The Sushi,16 W Horizon Ridge Pkwy,NV,89012.0,3.5,"Japanese, Sushi Bars, Restaurants",henderson
tK-PQOhZo94fonbQVXaOSg,King Wok,"860 E Warner Rd, Ste 102",AZ,85296.0,4.0,"Chinese, Restaurants",gilbert
HbK6IfznbVToEaKVC0WcSg,The Clark Bar,207 W Clark St,IL,61820.0,3.5,"Karaoke, American (Traditional), Nightlife, Tapas Bars, Restaurants",champaign
eU_713ec6fTGNO4BegRaww,La Tavola Italiana,1 Boggs Ave,PA,15211.0,3.5,"Restaurants, Italian, Pizza",pittsburgh
u5Wuzp8uC79IuCglLHXpag,Casa Del Sole Pizza,222 1st St,PA,15215.0,4.0,"Pizza, Restaurants",aspinwall
mXyLqsbe7FT1X8ZFOP8WpQ,Blue 32 Sports Grill,1524 E Williams Field Rd,AZ,85295.0,4.0,"American (New), Nightlife, Restaurants, Sports Bars, Bars",gilbert
SAfuIUZMXrOnb3LWyvYjDA,Jun's Korean Restaurant,"8826 S Eastern Ave, Ste 113",NV,89123.0,3.5,"Korean, Restaurants",las vegas
VUbACJQR-_dVwyPYMFSodg,Takara 88,"1900 Cayuga St, Ste 101",WI,53562.0,4.0,"Bars, Nightlife, Japanese, Sushi Bars, Lounges, Restaurants, Asian Fusion",middleton
h1JiQERQeiV8kxv5KRjWYA,Fresh Attractions,5501 Josh Birmingham Pkwy,NC,28208.0,2.5,"Restaurants, Sandwiches",charlotte
zzwhN7x37nyjP0ZM8oiHmw,Carmody's Grille,4905 Grand Ave,PA,15225.0,4.0,"Restaurants, American (New)",pittsburgh
Gf40Ghm5UXOPjyeURX7s8g,Sully's Irish Pub,117 W Liberty St,OH,44256.0,4.0,"Nightlife, Bars, Restaurants, Irish, Pubs",medina
v7UIeEvwNd3fleFE6icm3A,Tacos Culichi,3004 E McDowell Rd,AZ,85008.0,5.0,"Hot Dogs, Mexican, Restaurants, Tacos",phoenix
ecSkjwRS0Fn5NMkp-XwFuA,JP's Dog House,16th St & Bethany Home Rd,AZ,85016.0,5.0,"Barbeque, Restaurants, Hot Dogs, Food Stands, American (New)",phoenix
aidcfUzZLOjWgwlxfv3UlA,Tony Big's Pizza N Pasta,7150 S Durango Dr,NV,89113.0,3.0,"Italian, Pizza, Restaurants",las vegas
bGno_WKbepp48eqgUfRHMA,Lomi Poki,"15577 N Hayden Rd, Ste c103",AZ,85260.0,4.5,"Food, Hawaiian, Salad, Restaurants, Seafood, Sushi Bars, Asian Fusion, Poke",scottsdale
sQ6DZZLLJRfwUr0eDWKDDg,Tott's Asian Diner,"4030 W Ray Rd, Ste 1",AZ,85226.0,4.0,"Restaurants, Chinese, Asian Fusion",chandler
W3ia8dkoGGRYEfFg_BiyPg,Einstein Bros Bagels,"7291 S Eastern Ave, Ste A",NV,89119.0,2.5,"Restaurants, Pizza, Food, Bagels, Sandwiches, Breakfast & Brunch",las vegas
H9joK3yIE8CHkUPUwQmdLQ,Uncle Bo's Slow-n-low,8820 Bender Rd,OH,44039.0,3.0,"Restaurants, Barbeque",north ridgeville
U8ubLSxnCKRAJRmN1XWZaA,Oak Steakhouse Charlotte,4777 Sharon Rd,NC,28210.0,4.0,"Steakhouses, Restaurants",charlotte
o9nGD3J0btXjE9M6IdgZTA,McAlister's Deli,421 Town Center Rd,IL,61820.0,3.0,"Salad, Delis, Restaurants, Sandwiches, Food",champaign
9IJ-TE4HEcAJQkUtc1A_Vw,Parallax Restaurant and Lounge,2179 W 11th St,OH,44113.0,4.0,"Restaurants, Asian Fusion, Sushi Bars, Thai",cleveland
u-IVGF-wGwvxuj3uKQW8qw,Burgers 2 Beer,33003 Aurora Rd,OH,44139.0,3.5,"Bars, Restaurants, Nightlife, Food, Burgers, American (New)",solon
uCgHhVx88-23VCZTdh8hxg,Showmars - University,115 McCullough Dr,NC,28262.0,3.5,"Mediterranean, Greek, Restaurants, Sandwiches, Burgers",charlotte
xGSGa7iHLdEODNsdfePCeg,Ruby Thai,870 Southpark Ctr,OH,44136.0,3.5,"Thai, Restaurants",strongsville
PF5rHGGZ93i7UJP9Fsvgmg,McDonald's,8452 W Thunderbird,AZ,85381.0,2.0,"Fast Food, Coffee & Tea, Restaurants, Burgers, Food",peoria
stCP0pdz5_3i7AAzmt5dSw,Wendys,3700 Wt Harris Blvd,NC,28269.0,2.0,"Restaurants, Fast Food, Burgers",charlotte
