business_id,name,address,city,state,postal_code,stars,review_count
cmsAFAymfVoBitSF8R6GKw,Yao Fine Chinese Cuisine,"2487 S Gilbert Rd, Ste 102",gilbert,AZ,85295.0,4.0,200
R_18EYQLNho8-xH6FTRymw,Long Wong's Famous Wings,5642 N 27th Ave,phoenix,AZ,85017.0,3.0,8
MDJqm5KN1hFWm4R2VtNIlw,Waffle House,8220 Pineville Matthews Rd,pineville,NC,28134.0,3.5,33
Um2H2xUT0eamjN6ivIUAiA,Ben & Jerry's,202 S Main St,davidson,NC,28036.0,4.5,10
i68lkBrGgUVwOk-LSvMj_A,Sree's Foods,116 Meyran Ave,pittsburgh,PA,15213.0,3.0,8
ol2r325YnfuHcq7yeO3vdg,Subway,"10659 Grand Ave, Ste 2",sun city,AZ,85351.0,2.0,13
MYMoho8uONfkTvaVNL-pVQ,JC's Restaurant,13816 W Center St,burton,OH,44021.0,3.5,35
U9vCFCDQMQ8GFr5z48h8tQ,Nancy B's Bakery,415 7th Ave,west homestead,PA,15120.0,5.0,56
9vub2LM7Djy8P-LPumcLXA,Tacos Chiwas,1923 E Mcdowell Rd,phoenix,AZ,85006.0,4.5,453
r80qDv4gFhnixb2GRUmKeQ,Jet's Pizza,5344 Pearl Rd,parma,OH,44129.0,4.0,22
ILA41PhErg4bl1royzDX4g,S & V Urban Italian,"9343 E Shea Blvd, Ste 100",scottsdale,AZ,85260.0,4.0,105
UmFty_GxdqVe35apYnmGbw,Showcase Pizza,109 Curry Hollow Rd,pittsburgh,PA,15236.0,3.0,8
JrrY4v21k7_qYxIidhi-aw,Kelly's Bar & Lounge,6012 Penn Cir S,pittsburgh,PA,15206.0,3.5,166
hgQOESYp7CF4LnNI90XEiw,800 Degrees,2535 Las Vegas Blvd S,las vegas,NV,89109.0,3.5,296
bX4gfj2Kj22Lwm-nSsnnfg,Ferrucci's Old Tyme Italian Market,20910 Torrence Chapel Rd,cornelius,NC,28031.0,4.5,59
zUHIDqm_UKdnSygmWKtyRg,Food Lion,3207 Eastway Dr,charlotte,NC,28205.0,3.0,5
1nF8Me63cpxIkFK8Ysx-DA,Shabu Shabu Paradise,"1716 W Horizon Ridge Pkwy, Ste 110",henderson,NV,89012.0,4.5,248
giCq1MmW-_S2tvNOAHvJcQ,Tarbell's The Tavern,3209 E Camelback Rd,phoenix,AZ,85018.0,4.0,107
QSGerT1enEKlvJnYkwthHQ,Claim Jumper Restaurant & Saloon,10125 W McDowell Rd,avondale,AZ,85392.0,2.5,236
BpJDI4Fj92lLNALQQeLvLg,Slice On Broadway,115 Federal St,pittsburgh,PA,15212.0,4.0,43
F06m2yQSPHIrb1IT7heYeQ,Rainbow Kitchen,7537 S Rainbow Blvd,las vegas,NV,89139.0,4.0,101
EJShgTy1lEkp48RLkMt1ag,Jack-In-the Box Drive Thru,5447 W Glendale Ave,glendale,AZ,85301.0,2.0,11
HGc61UN2Gr9RGQXC6mXFNQ,Swirl Wine Bar,33325 Bainbridge Rd,solon,OH,44139.0,4.0,71
GvEjbCm5sNdLZ4fzJ9hvUQ,Bahia De Kino,1040 W Broadway Rd,mesa,AZ,85210.0,3.0,7
CGUK3cd2gxp2q3KPY19Oog,Roots Cafe,"2135 Southend Dr, Ste 109",charlotte,NC,28203.0,4.0,104
TNQMnauUy5jposO9P6WcJQ,Farmer Boy Restaurant,46323 Telegraph Rd,amherst,OH,44001.0,4.5,3
WZe-1SFcErsOT7gZY_x6wQ,Denny's,14799 W Grand Ave,surprise,AZ,85374.0,2.5,57
IcHVYlgNGR-Zz8fnceiJ6g,The Monkey Bar,703 Clairton Blvd,pittsburgh,PA,15236.0,4.0,26
vrSJPjntzfCPgogFPSCHiA,Don Patron,"9800 State Rt 14, Ste E",streetsboro,OH,44241.0,4.0,48
qOuyItOatd-TF5kzhUlA9g,Starbucks,4815 E. Carfree highway,cave creek,AZ,85331.0,4.5,11
H2Chxto2e6dHTDJ8-s3-pQ,Roberto's Taco Shop,2685 S Eastern Ave,las vegas,NV,89169.0,3.0,64
ncXQtqJT5Gk1QztwTrBrgw,New York Bagels 'N Bialys,10320 N Scottsdale Rd,scottsdale,AZ,85253.0,4.0,307
aXsmmtepl0JZNcl3pkXqww,Sacks Sandwiches - Hardy,839 W University Dr,tempe,AZ,85281.0,4.0,100
sMzNLdhJZGzYirIWt-fMAg,Sienna Mercato,942 Penn Ave,pittsburgh,PA,15222.0,4.0,752
jwRBWbgTuiaQUrv-FpT8uw,Foote's Valley Farm,5860 Canal Rd,valley view,OH,44125.0,3.5,3
VVLGIq6ksrgGSfi7VBTmpg,America Cafe,,las vegas,NV,,4.0,8
ZRdHKIjiIa0k5-ufCLyIaQ,Denny's,2525 W Deer Valley Rd,phoenix,AZ,85027.0,2.5,48
FKQUxOfW_W5R4OTut4G1Vw,Peppi's,12 Smithfield St,pittsburgh,PA,15222.0,4.0,37
uwpPniaFEVkK5T_PWdQZ0A,Le Peep,8140-100 Providence Rd,charlotte,NC,28277.0,3.5,134
-pKhASvKFolihdipQfQXyA,Rally's,711 Cleveland Street,elyria,OH,44035.0,4.0,5
yKpdzrqe_qIbu9dB6bj9Gg,PGA Tour Grill,5757 Wayne Newton Blvd,las vegas,NV,89119.0,2.5,80
kKTXiGVLEVpPA7r2R6baVw,Uncle Joe's Bar & Grill,6211 W 130th St,parma heights,OH,44130.0,4.0,11
cs1qJvnWUg_f8g020z_3PQ,Pizzeria Bianco,4743 N 20th St,phoenix,AZ,85016.0,3.5,579
lXCmTGagqHuPgaeN2g2P1Q,Marcos Pizza,5061 E Sahara Ave,las vegas,NV,89142.0,3.5,39
tk7__jHNlFMsfShjv5CJNQ,Prince Restaurant,"6795 W Flamingo Rd, Ste A",las vegas,NV,89103.0,4.0,35
9E1q2uEMd881wnruicNTUA,Buffalo Wild Wings,8870 E Indian Bend Rd,scottsdale,AZ,85250.0,3.0,133
nxeeZnumQkrEFORtFpwSvA,Tavern In The Wall,211 Commercial Ave,pittsburgh,PA,15215.0,3.5,28
5G9aIrRiCD4TZCC5j2D39A,Dunkin' Donuts,541-543 Carnot Rd,moon,PA,15108.0,4.0,8
BxRsg5YTYnxXEhoGcabydg,Wandering Donkey,,cave creek,AZ,85331.0,3.0,20
TreYsBGjXptogQQmQh1-bg,Showmars - Seventh Street,2004 E 7th St,charlotte,NC,28204.0,3.0,37
nYvBZYg9rfqWFTYuxSVMdw,Cantina Laredo,2004 Crocker Rd,westlake,OH,44145.0,4.0,62
K0dp91jd_vqW4uNgvW6oag,Valliant's Diner,3418 Babcock Blvd,pittsburgh,PA,15237.0,3.0,32
qjuxlHtv_woIw9zPVWri5A,Daisy Mountain Coffee Roasters,"3170 W Carefree Hwy, Ste 7",phoenix,AZ,85086.0,4.0,81
JGXkldESnG69YXlSNVAgJQ,Eggheads,1162 Brookline Blvd,pittsburgh,PA,15226.0,2.0,3
nrahyQyopCtajDqUtVVVfA,The Sushi,16 W Horizon Ridge Pkwy,henderson,NV,89012.0,3.5,190
tK-PQOhZo94fonbQVXaOSg,King Wok,"860 E Warner Rd, Ste 102",gilbert,AZ,85296.0,4.0,128
HbK6IfznbVToEaKVC0WcSg,The Clark Bar,207 W Clark St,champaign,IL,61820.0,3.5,24
eU_713ec6fTGNO4BegRaww,La Tavola Italiana,1 Boggs Ave,pittsburgh,PA,15211.0,3.5,132
u5Wuzp8uC79IuCglLHXpag,Casa Del Sole Pizza,222 1st St,aspinwall,PA,15215.0,4.0,18
mXyLqsbe7FT1X8ZFOP8WpQ,Blue 32 Sports Grill,1524 E Williams Field Rd,gilbert,AZ,85295.0,4.0,369
SAfuIUZMXrOnb3LWyvYjDA,Jun's Korean Restaurant,"8826 S Eastern Ave, Ste 113",las vegas,NV,89123.0,3.5,292
VUbACJQR-_dVwyPYMFSodg,Takara 88,"1900 Cayuga St, Ste 101",middleton,WI,53562.0,4.0,66
h1JiQERQeiV8kxv5KRjWYA,Fresh Attractions,5501 Josh Birmingham Pkwy,charlotte,NC,28208.0,2.5,35
zzwhN7x37nyjP0ZM8oiHmw,Carmody's Grille,4905 Grand Ave,pittsburgh,PA,15225.0,4.0,54
Gf40Ghm5UXOPjyeURX7s8g,Sully's Irish Pub,117 W Liberty St,medina,OH,44256.0,4.0,80
v7UIeEvwNd3fleFE6icm3A,Tacos Culichi,3004 E McDowell Rd,phoenix,AZ,85008.0,5.0,6
ecSkjwRS0Fn5NMkp-XwFuA,JP's Dog House,16th St & Bethany Home Rd,phoenix,AZ,85016.0,5.0,5
aidcfUzZLOjWgwlxfv3UlA,Tony Big's Pizza N Pasta,7150 S Durango Dr,las vegas,NV,89113.0,3.0,106
bGno_WKbepp48eqgUfRHMA,Lomi Poki,"15577 N Hayden Rd, Ste c103",scottsdale,AZ,85260.0,4.5,55
sQ6DZZLLJRfwUr0eDWKDDg,Tott's Asian Diner,"4030 W Ray Rd, Ste 1",chandler,AZ,85226.0,4.0,416
W3ia8dkoGGRYEfFg_BiyPg,Einstein Bros Bagels,"7291 S Eastern Ave, Ste A",las vegas,NV,89119.0,2.5,82
H9joK3yIE8CHkUPUwQmdLQ,Uncle Bo's Slow-n-low,8820 Bender Rd,north ridgeville,OH,44039.0,3.0,4
U8ubLSxnCKRAJRmN1XWZaA,Oak Steakhouse Charlotte,4777 Sharon Rd,charlotte,NC,28210.0,4.0,102
o9nGD3J0btXjE9M6IdgZTA,McAlister's Deli,421 Town Center Rd,champaign,IL,61820.0,3.0,50
9IJ-TE4HEcAJQkUtc1A_Vw,Parallax Restaurant and Lounge,2179 W 11th St,cleveland,OH,44113.0,4.0,207
u-IVGF-wGwvxuj3uKQW8qw,Burgers 2 Beer,33003 Aurora Rd,solon,OH,44139.0,3.5,79
uCgHhVx88-23VCZTdh8hxg,Showmars - University,115 McCullough Dr,charlotte,NC,28262.0,3.5,56
xGSGa7iHLdEODNsdfePCeg,Ruby Thai,870 Southpark Ctr,strongsville,OH,44136.0,3.5,7
PF5rHGGZ93i7UJP9Fsvgmg,McDonald's,8452 W Thunderbird,peoria,AZ,85381.0,2.0,32
stCP0pdz5_3i7AAzmt5dSw,Wendys,3700 Wt Harris Blvd,charlotte,NC,28269.0,2.0,18
EDjKoA9kv4bn9UXnocnFXA,Pizza Ranchini,1039 Hamil Rd,verona,PA,15147.0,3.0,4
5Novl6V4g5TV4ATFPElsYQ,Firehouse Subs,"2290 E Franklin Blvd, Ste 100",gastonia,NC,28054.0,3.0,24
n-m449doCYEPAb5ux3dmVg,Little Caesars,"16605 E Palisades Blvd, Ste 102",fountain hills,AZ,85268.0,3.0,12
V78f9CdEVTkKFkyhdTYVrQ,IHOP,6870 W Cheyenne Ave,las vegas,NV,89108.0,3.5,66
nL4cq4GEz4uiM48nz5E7ug,Gus's Family Restaurant,4377 State Rd,cleveland,OH,44109.0,4.0,38
6nKR80xEGHYf2UxAe_Cu_g,The Thumb BBQ,9393 E Bell Rd,scottsdale,AZ,85260.0,4.5,917
ORloM7z9R9eh-G-an5DQLA,Michelle's Place,"144 N Court St, Ste B",medina,OH,44256.0,3.0,20
yYkvonvBGZB6UMnpzr6Ryw,Burger King,8600 W Cheyenne Ave,las vegas,NV,89129.0,2.5,25
Mem13A3C202RzT53npn4NA,Pierogies Plus,342 Island Ave,mckees rocks,PA,15136.0,4.5,74
-xX-Vjol_fwWaN2mn1F1wg,Voodoo Pizza,3755 S Las Vegas Blvd,las vegas,NV,89109.0,3.5,20
bJ44rSxMNTAAF_WGI_jDEw,AQUA e VINO,"4219 Providence Rd, Ste 3",charlotte,NC,28211.0,4.5,48
ix8EZnEGi7pLJCf-KhKecQ,Burgh Thai,321 South Ave,verona,PA,15147.0,5.0,3
6Ege_N9uJ-rtKIs1TNA8aQ,Jack in the Box,6451 Boulder Hwy,las vegas,NV,89122.0,2.5,20
NpFtNc51LaZr8Y5_o2wRaw,Texas Roadhouse,16079 N Arrowhead Fountains Center Dr,peoria,AZ,85382.0,3.5,320
4PqqRa7o_eNydKdGWYdIog,Tempe City Tacos,119 E Southern Ave,tempe,AZ,85282.0,4.5,284
YzMUZjUMcgI-NSGu48-nIQ,Dolce Ristorante,"1710 Kenilworth Ave, Ste 203",charlotte,NC,28203.0,3.5,166
VR2LTEsJByan97fcYRkl5w,Mariscos El Mariachi,552 N Eastern Ave,las vegas,NV,89101.0,3.0,33
KOA3EA_eFxiRz5P2lAmM_Q,Chick-fil-A,5035 E Ray Rd,phoenix,AZ,85044.0,4.0,101
ln-9sGJL8hVjSDwDcwEXWw,U Food Grill,5300 Riverside Dr,cleveland,OH,44135.0,2.5,7
hqtZ2NmUlrNtHp7xW2BWoA,Waffles Cafe,"6885 Aliante Pkwy, Ste 103",north las vegas,NV,89084.0,4.0,333
5DLxa3EQQykWFdIJ-KU5jg,Little Caesars,437 S Gilbert Rd,mesa,AZ,85204.0,2.5,7
4k9Xo2jDgotOYITop5TqTA,Carnitas Guanajuato,2300 A West Roosevelt Blvd,monroe,NC,28110.0,4.0,10
8RbNzNeaUh5e8PJOnp1e4Q,McDonald's,1029 N Main St,oregon,WI,53575.0,1.0,13
N4r3XX7uH42aXhHvFMkxjA,Las Tapatias,6132 W Charleston Blvd,las vegas,NV,89146.0,3.0,3
yb7ZtgMWSZboG_sSUx9g2A,Fuego Taco Shop,"2948 E Bell Rd, Ste 102",phoenix,AZ,85032.0,4.5,143
c9UmJiX2G7hKMpivZ3h1oQ,"Pastoli's Pizza, Pasta & Paisans",1900 Murray Ave,pittsburgh,PA,15217.0,4.5,96
QcdKTLeP3J5Ki-fVcPZkfA,Winchell's Donut House,3307 S Jones,las vegas,NV,89146.0,4.0,50
BIbjBxoiJLS8CnNsSP64TQ,360 Gourmet Burrito,5757 Wayne Newton Blvd,las vegas,NV,89119.0,2.0,168
mpG1R1ktTI3x1twNBsGvXQ,Blue Ginger Asian Bistro,1061 W Pleasant Valley Rd,parma,OH,44134.0,4.0,128
sxOoqlIxmlKmC1yGvPx3Fw,KFC,531 S Cannon Blvd,kannapolis,NC,28083.0,2.0,3
s2SKj_RhbvnP2Ew8TJuy7A,Burntwood Tavern,3750 W Market St,fairlawn,OH,44333.0,4.0,71
iE71iwcSljg3xm2GB2Y9aA,Marigold Maison- Paradise Valley,"4720 E Cactus Rd, Ste D118",phoenix,AZ,85032.0,4.0,497
SE6VY8EWjEuAOzl19IQiCw,Krazy 4 Koffee,711 E Carefree Hwy,phoenix,AZ,85085.0,4.5,28
bZs7FJ7fHIJxVecfp1qvug,Takopa,"4215 Spring Mountain Rd, Ste B106A",las vegas,NV,89102.0,4.0,51
_EVOLAjWYEfSOO_smbBxaA,Chipotle Mexican Grill,11359 Perry Hwy,wexford,PA,15090.0,2.5,19
jd1rD7jr-_zI46Oxh5lDLA,Antoon's Pizza,247 Atwood St,pittsburgh,PA,15213.0,3.5,24
0-jqS5y4D-6Zohb3Q375ZQ,Ninja City Kitchen and Bar,6706 Detroit Ave,cleveland,OH,44102.0,4.0,26
-X61Cipa9OOtY7ZnDw_f4A,Subway,4303 W Peoria Ave,glendale,AZ,85302.0,4.0,12
F9JDMhOEDsE0PnutWhGqAQ,Pizza Hut,10616 Lorain Ave,cleveland,OH,44111.0,1.0,4
YAhRuV3oRkwGk3Or9PJ3Ww,Happy Garden,"3725 Medina Rd, Ste 103",medina,OH,44256.0,3.0,14
0yHY4FHCTOIshPiPc9EYBQ,Smashburger,"3400 E Sky Harbor Blvd, Terminal 4, Space T4-F30",phoenix,AZ,85034.0,3.5,43
4P0X_Mfb0HEmvXR47w_xWg,Adaptive Force Performing Arts,"32619 N Scottsdale Rd, Ste 110",scottsdale,AZ,85266.0,4.0,13
cCFWegvTavai-oOE4C4sDA,Village Inn - North Peoria,9800 W Happy Valley Rd,peoria,AZ,85383.0,3.0,81
GMrwDXRlAZU2zj5nH6l4vQ,Pho Thanh Huong,"1131 E Tropicana Ave, Ste D",las vegas,NV,89119.0,4.0,481
09pf_DnQV5Y5y2reoIPXlw,Primanti Bros,5491 Penn Ave,pittsburgh,PA,15206.0,3.5,36
WvkxYyA1fXDPDyqIVn8zBQ,Franklin Square Deli,108 S Water St,kent,OH,44240.0,3.0,40
MXpCVzm1V5OH05KO6n7ntA,The Corndog Company LV,,las vegas,NV,89149.0,5.0,36
B1dCyA21u1mG1bcrq9TTYg,Hook Fish & Chicken,11644 Frankstown Rd,pittsburgh,PA,15235.0,3.0,11
1INcoGMv9-Dk-S6Au0TMgQ,Lake Town Tavern,19708-K W Catawba Ave,cornelius,NC,28031.0,3.5,32
Sr_VUJBhqcKCDLRv0JkrDg,McDonald's,1650 Copley Rd,akron,OH,44320.0,1.0,3
QvyG5fZ0mxo5yeLY8jabCA,Dos Gringos,1361 N Alma School Rd,chandler,AZ,85224.0,3.0,139
mKT30qU_MlLj4Ps82JAZ8w,Uno Pizzeria & Grill,3010 Crossroads Dr,madison,WI,53718.0,3.0,82
CTJnbFKMq7Nv7xnLmjgOyg,Scapegoat Beer and Wine,"7150 E 5th Ave, Ste 100",scottsdale,AZ,85251.0,4.5,151
-WVF5DKZeEWlMK8Cucto-A,Savoy,2623 Penn Ave,pittsburgh,PA,15222.0,3.5,138
qVO3l9Q0-KVQE7W9JL9ePw,Greenland Supermarket,6850 Spring Mountain Rd,las vegas,NV,89146.0,4.0,334
VbqtbvvtNOe-YKA61-fSNA,Armadillo Grill,1904 E Camelback Rd,phoenix,AZ,85016.0,4.0,308
R2hVz1386VvoPFLdUbJyDQ,Mama Pepino's Pizza & Pub,44 Monongahela Ave,glassport,PA,15045.0,3.5,9
0sE5o_dunOdUMvXVsaJSsA,Which Wich,"20851 N Scottsdale Rd, Ste D-102",scottsdale,AZ,85255.0,3.0,49
XuLXX5B5W1P-iNpgXmqmjQ,Subway,14175 W Indian School Rd,goodyear,AZ,85338.0,2.0,11
YTNgCm8-TlyLvkBXCGxeMg,Subway,3784 W 117th St,cleveland,OH,44111.0,3.0,3
sFz9UyOTZLMAfSP0yyIODQ,Thirsty Dog East Bank,1075 Old River Rd,cleveland,OH,44113.0,3.0,60
